id,organizationId,departmentId,teamId,role,tenureMonths,engagementScore,culturalContributions,recognitionsReceived,recognitionsGiven,lastActiveDate,createdAt,updatedAt
ae47d32c-f006-9187-22cc-673b02cb222b,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,226804e1-a582-4438-ba0c-cfdc5d5f348e,C-Level,43,89.2,47,16,19,2025-10-21T20:33:44.854395,2022-05-07T20:33:44.854397,2025-11-17T20:33:44.854398
781f2f6a-2eff-f6a1-a7a9-7b66ae378122,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,9672b75b-7b00-4850-baae-48b876d85e25,Manager,36,55.0,33,26,17,2025-11-10T20:33:44.854409,2022-12-03T20:33:44.854411,2025-11-17T20:33:44.854412
ae34860a-0212-387d-68bc-31f57d364303,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d06109f7-9d24-45ec-9c6a-cd19a64e1513,113ae48b-6a32-40f2-a28e-5cee3e1c9a88,Senior Contributor,64,99.6,44,28,40,2025-10-27T20:33:44.854423,2020-08-15T20:33:44.854425,2025-11-17T20:33:44.854426
d43a7c30-cac8-a3db-2fb4-a2952051caeb,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d261dc40-f654-4354-976c-8b5f9b521b35,942f951b-1ff0-43eb-9e88-1afda695b3ff,Director,114,52.8,18,7,27,2025-11-12T20:33:44.854437,2016-07-07T20:33:44.854439,2025-11-17T20:33:44.854440
d76755d2-8635-a20e-a245-165aa1950a22,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,e67a3a7e-c2c4-4b99-bfda-c9f782329523,Senior Manager,28,86.3,40,12,21,2025-11-15T20:33:44.854453,2023-07-31T20:33:44.854455,2025-11-17T20:33:44.854456
ac66fe14-3d50-9215-a462-c986378bffca,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,dd00510c-d119-48e6-bb21-abf68f5c46a1,Director,16,68.7,8,5,16,2025-11-03T20:33:44.854467,2024-07-25T20:33:44.854468,2025-11-17T20:33:44.854470
33628fb9-3a84-d993-d696-81984eb8c034,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,eeec66ad-57b2-4382-9ff2-7bf442bf57af,VP,56,45.8,15,6,2,2025-10-31T20:33:44.854481,2021-04-12T20:33:44.854482,2025-11-17T20:33:44.854484
d8c80629-3fdd-366d-97c4-1c97f4b69434,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,450ca2e2-e163-43b6-8f7d-e098bd721603,Individual Contributor,12,92.4,12,26,17,2025-11-02T20:33:44.854495,2024-11-22T20:33:44.854497,2025-11-17T20:33:44.854498
2127a4d0-a22e-5954-74a1-560949aa110f,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,c505313e-1b06-4954-a4c7-9dd6dadffe93,d5639640-6f1a-4ca8-b745-8085d1de7344,Manager,106,49.9,47,20,34,2025-10-22T20:33:44.854509,2017-03-04T20:33:44.854511,2025-11-17T20:33:44.854512
e46c7565-2b08-b86a-ba75-7333bcdbf12c,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,f04aa84f-cfbc-4319-a0d8-4a2422e0e9fa,Team Lead,154,50.0,39,3,33,2025-10-22T20:33:44.854522,2013-03-25T20:33:44.854524,2025-11-17T20:33:44.854526
06f7ff19-4c23-7dbb-45fb-7f5b20ab2805,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,3b7a9ffb-efe9-4fbf-a639-94c30b7c7b2c,Team Lead,124,48.1,37,29,35,2025-11-15T20:33:44.854536,2015-09-11T20:33:44.854538,2025-11-17T20:33:44.854539
8466e32b-b1d9-60d9-13f2-f7004eb1eb1e,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d06109f7-9d24-45ec-9c6a-cd19a64e1513,91175951-3007-414b-a65a-e77fc9de5c70,Individual Contributor,87,48.7,42,16,22,2025-10-19T20:33:44.854550,2018-09-25T20:33:44.854552,2025-11-17T20:33:44.854553
1832456f-b76c-44b0-4278-e1e95d0c6c90,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,428b07e7-9e24-4d55-86ab-c53cd7594792,Director,82,88.8,24,13,9,2025-11-16T20:33:44.854564,2019-02-22T20:33:44.854575,2025-11-17T20:33:44.854577
293eed5c-4824-df86-f98e-8cee6ae04728,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,a49e810a-638a-4f85-8e4f-5e7459669054,C-Level,117,78.2,16,25,14,2025-11-10T20:33:44.854603,2016-04-08T20:33:44.854605,2025-11-17T20:33:44.854606
58297846-6571-3949-ed74-30ebb5d3a019,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,65ca8d28-8ea1-4636-b4e8-de44213aeea3,Director,70,80.2,31,12,26,2025-10-20T20:33:44.854621,2020-02-17T20:33:44.854623,2025-11-17T20:33:44.854624
7783545e-779f-28cb-931f-b2fdf35f33c2,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,f02e090d-95b1-456b-ac1d-60c49d278e62,0638575c-b08a-478a-a6f6-18607f6e1b32,C-Level,117,97.6,12,28,31,2025-11-08T20:33:44.854635,2016-04-08T20:33:44.854637,2025-11-17T20:33:44.854638
ec02216a-e8ac-440d-0013-540779d96f73,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,fc129e86-372c-4212-b46a-25bcb9786183,Senior Manager,11,65.5,9,18,29,2025-10-18T20:33:44.854649,2024-12-22T20:33:44.854651,2025-11-17T20:33:44.854652
9d955f30-13ab-7d25-0b1f-e24031ec4af7,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,daa29484-31f3-48a6-8277-4f3c925e6605,Team Lead,146,86.7,19,10,18,2025-10-25T20:33:44.854663,2013-11-20T20:33:44.854665,2025-11-17T20:33:44.854667
7f13c835-b77c-736d-efcb-df177a3e43b3,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,64166a40-9992-47b6-8c45-b17a839a8333,VP,14,53.0,38,7,0,2025-11-17T20:33:44.854677,2024-09-23T20:33:44.854679,2025-11-17T20:33:44.854680
7b142810-e48a-7bc1-8d49-3a2baf5dff2f,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d261dc40-f654-4354-976c-8b5f9b521b35,801dd39d-715d-4e11-8438-26e7aa81b16f,C-Level,168,76.6,11,3,23,2025-11-03T20:33:44.854692,2012-01-30T20:33:44.854693,2025-11-17T20:33:44.854695
e3ca4408-5502-100b-abf4-3d77c9cdbfba,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,84a8beda-f138-42f1-abcf-99846b6f83f5,Team Lead,86,68.1,24,24,36,2025-11-16T20:33:44.854708,2018-10-25T20:33:44.854709,2025-11-17T20:33:44.854711
f3bba63c-cc8f-68d0-d921-2d970a5295b1,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,9dbbca22-ea8c-425d-8c9d-b5eaff9b288b,Senior Director,37,91.9,37,21,2,2025-10-22T20:33:44.854724,2022-11-03T20:33:44.854726,2025-11-17T20:33:44.854727
294e7a5b-7828-c88a-6024-3be966bf2433,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,c505313e-1b06-4954-a4c7-9dd6dadffe93,6e952d66-db48-48b4-96da-451847df8786,Manager,125,75.7,16,12,4,2025-11-01T20:33:44.854738,2015-08-12T20:33:44.854740,2025-11-17T20:33:44.854741
a136ae05-2846-0ba7-2451-d1df5f954c93,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,f02e090d-95b1-456b-ac1d-60c49d278e62,29e6a46b-5fdb-403f-bb02-abb46cb6667a,Senior Contributor,20,74.7,0,20,11,2025-11-07T20:33:44.854751,2024-03-27T20:33:44.854753,2025-11-17T20:33:44.854755
7a736295-ff63-2beb-3af2-ff3027d87f34,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,c505313e-1b06-4954-a4c7-9dd6dadffe93,18576ba7-6346-414c-bbb1-2654068cf0a4,Team Lead,65,42.7,32,25,33,2025-10-20T20:33:44.854768,2020-07-16T20:33:44.854770,2025-11-17T20:33:44.854771
efa5a487-1579-206d-8693-5d78e40a1049,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,c505313e-1b06-4954-a4c7-9dd6dadffe93,fde7909b-0296-488d-ac98-44749daa831e,Team Lead,191,92.7,26,4,39,2025-11-02T20:33:44.854783,2010-03-11T20:33:44.854785,2025-11-17T20:33:44.854786
1bf526d8-55b6-0406-35f5-dec585792c76,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,ef6d1472-14bd-4574-b344-7c529c383fd9,C-Level,38,58.3,41,28,29,2025-10-18T20:33:44.854804,2022-10-04T20:33:44.854806,2025-11-17T20:33:44.854808
6c28f73d-be1d-a192-9448-bf72c186b8d4,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d06109f7-9d24-45ec-9c6a-cd19a64e1513,d235b643-3b8a-42fd-9fb0-97e399c0c773,Senior Manager,171,66.6,30,29,15,2025-11-10T20:33:44.854818,2011-11-01T20:33:44.854820,2025-11-17T20:33:44.854821
718e2d9d-2c90-9567-d0a9-9e92eef2d92a,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d06109f7-9d24-45ec-9c6a-cd19a64e1513,3ed6def7-7bd8-4998-8f2d-8fcdb709f1a0,Senior Manager,88,46.6,37,13,33,2025-11-09T20:33:44.854834,2018-08-26T20:33:44.854836,2025-11-17T20:33:44.854837
ded281e8-4f93-2c34-1af2-d3af116d93ac,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,26584748-87b7-4a1b-af33-62b195731b26,C-Level,6,99.8,26,29,24,2025-10-24T20:33:44.854847,2025-05-21T20:33:44.854852,2025-11-17T20:33:44.854853
b96f7beb-3d88-5e29-496c-6551489c3e94,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,c505313e-1b06-4954-a4c7-9dd6dadffe93,d064146e-26cf-4448-ac27-4dfcb750175f,Team Lead,161,58.3,18,12,29,2025-10-19T20:33:44.854863,2012-08-27T20:33:44.854865,2025-11-17T20:33:44.854866
f1f2a747-effb-e555-e47d-9cb9bd58bc2e,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,72778488-3416-4db3-b210-c1b03ea43a33,Team Lead,237,51.2,38,22,16,2025-11-15T20:33:44.854876,2006-05-31T20:33:44.854878,2025-11-17T20:33:44.854879
a8282604-5489-4528-7c63-665c9cc4f224,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,c505313e-1b06-4954-a4c7-9dd6dadffe93,9297d7f1-d0b2-480b-88f0-4a831383c931,VP,52,44.6,33,19,34,2025-11-05T20:33:44.854889,2021-08-10T20:33:44.854890,2025-11-17T20:33:44.854892
971ff0a1-611a-e682-28af-6c3d055a0d15,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,79386ad5-bbcb-4e69-b6f8-44e26428c881,Individual Contributor,55,59.2,24,7,23,2025-10-28T20:33:44.854901,2021-05-12T20:33:44.854903,2025-11-17T20:33:44.854904
5f630ad9-c2ff-fd4e-89d7-e780598d3858,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,7bac4fdc-7c5e-4393-b109-41d5299db21e,Senior Contributor,196,83.1,13,21,23,2025-11-08T20:33:44.854916,2009-10-12T20:33:44.854918,2025-11-17T20:33:44.854921
cd7c7253-aed1-62e9-2707-9c9d1c7b7977,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,d97f75b8-b77b-4d33-bb01-b76f5372a9d9,C-Level,56,56.4,42,9,38,2025-10-23T20:33:44.854937,2021-04-12T20:33:44.854940,2025-11-17T20:33:44.854942
99fd60ae-8e52-c8ef-e462-11295b3bacd1,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,a5609d25-5dbf-4c33-afd0-9bd6af797b1d,Senior Manager,17,82.8,35,18,29,2025-10-29T20:33:44.854978,2024-06-25T20:33:44.854982,2025-11-17T20:33:44.854984
44f1e4bb-8297-1a45-17de-78c2a6dd42ba,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,acffcb58-06bb-4ce9-b98c-b7ab63a390f4,98e9e998-d71b-4a8b-8357-ce3cd770ec95,Individual Contributor,76,55.8,14,12,31,2025-10-31T20:33:44.855015,2019-08-21T20:33:44.855019,2025-11-17T20:33:44.855021
a6b2d11d-aefe-7ed8-03ba-546f9fff8b01,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,64eb0bf3-00f4-4649-ad81-e5482cf46269,Senior Director,127,89.2,27,16,14,2025-10-23T20:33:44.855045,2015-06-13T20:33:44.855049,2025-11-17T20:33:44.855051
26ee9da8-81e9-33ea-4fd8-e3f0e6e51ae9,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,1d6031b0-7713-4fae-81a3-0cce08ceb1e2,C-Level,21,94.5,12,16,10,2025-11-11T20:33:44.855080,2024-02-26T20:33:44.855083,2025-11-17T20:33:44.855085
3e84e7f0-e2cd-3f8c-9ea9-b0b63dc49b16,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,c2cc7a1f-48e5-4baa-8952-e7ed1bd9a0ea,Senior Manager,65,76.4,50,25,27,2025-11-04T20:33:44.855109,2020-07-16T20:33:44.855112,2025-11-17T20:33:44.855125
7672f87d-ad39-1684-29ba-7ba421718f94,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,64addecb-55e0-40b6-b792-252796443e48,Senior Manager,54,50.8,39,9,29,2025-10-27T20:33:44.855153,2021-06-11T20:33:44.855156,2025-11-17T20:33:44.855159
9a25d62a-a46b-0082-05ab-9b75e7fac1eb,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,f32d9ee3-7fdf-430c-a2a0-fd50ff295c4a,Senior Manager,46,62.4,41,29,27,2025-10-19T20:33:44.855188,2022-02-06T20:33:44.855192,2025-11-17T20:33:44.855194
39715de4-90af-a2e9-bc3d-660f85c8fbd6,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,f02e090d-95b1-456b-ac1d-60c49d278e62,14bea6ee-932d-4820-9562-7043d343df19,VP,59,73.5,13,24,40,2025-11-10T20:33:44.855220,2021-01-12T20:33:44.855223,2025-11-17T20:33:44.855225
005ac0cf-d500-ec32-42e7-d2165762a680,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,2836fa47-141d-4737-9784-c485a3372215,Senior Manager,156,80.1,2,10,16,2025-10-29T20:33:44.855252,2013-01-24T20:33:44.855255,2025-11-17T20:33:44.855256
970ff0df-624d-750c-ca50-394178763593,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,95ea9a12-9c91-4363-a8c0-21fe93ed5e33,Team Lead,58,61.2,23,23,21,2025-11-17T20:33:44.855273,2021-02-11T20:33:44.855275,2025-11-17T20:33:44.855276
9a8055fb-9078-cbec-18a4-b150c9a26f54,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,f55585ec-3311-4d56-bccd-90704a5759c4,Senior Contributor,186,93.0,13,10,3,2025-10-24T20:33:44.855287,2010-08-08T20:33:44.855291,2025-11-17T20:33:44.855292
fc78f440-f4c2-4da9-c251-b27a65db0beb,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,6cf7fe7c-cfa9-4761-baf1-083b44765dca,Director,12,67.1,6,15,28,2025-10-26T20:33:44.855303,2024-11-22T20:33:44.855304,2025-11-17T20:33:44.855306
2b766722-73f3-dbce-6e37-cb5bf7904377,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d261dc40-f654-4354-976c-8b5f9b521b35,089a322e-a196-46eb-aae1-4f3c490cf50d,C-Level,155,75.8,40,30,22,2025-10-18T20:33:44.855316,2013-02-23T20:33:44.855318,2025-11-17T20:33:44.855319
6a0a4abb-9dc5-2bc7-0572-278e792ef5e5,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,b95436c6-cf75-47d8-912b-c25c1dcb2690,Manager,11,48.5,29,22,11,2025-11-05T20:33:44.855329,2024-12-22T20:33:44.855331,2025-11-17T20:33:44.855332
e0578db0-932d-0612-2443-a2a8ca178329,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,8f239b57-70d1-40a3-b1db-a40b4e0d02ef,Senior Manager,201,75.1,16,10,34,2025-10-26T20:33:44.855342,2009-05-15T20:33:44.855344,2025-11-17T20:33:44.855345
f8aad12c-f06f-5f49-001e-e844add660de,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,acffcb58-06bb-4ce9-b98c-b7ab63a390f4,d013341f-c16f-42e3-b53d-5734de3346b7,Senior Manager,101,88.9,32,16,24,2025-11-08T20:33:44.855355,2017-08-01T20:33:44.855356,2025-11-17T20:33:44.855358
45412bc5-0ccd-f36b-aa43-828fabdc3712,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,dbc7f423-57a3-4d77-a709-a4056bb0a52c,Senior Manager,76,47.1,23,23,10,2025-11-17T20:33:44.855368,2019-08-21T20:33:44.855369,2025-11-17T20:33:44.855371
9ec52504-b43a-3240-e344-0b370c649ab8,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,4adb2434-c5a8-4fc8-ab0c-683e857fdd47,Individual Contributor,133,82.3,22,12,12,2025-11-13T20:33:44.855380,2014-12-15T20:33:44.855382,2025-11-17T20:33:44.855383
0317eaac-ff78-fe0a-52ce-6c6ef8fa9b91,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,d261dc40-f654-4354-976c-8b5f9b521b35,d97f71a8-147e-4b3a-98a3-1a15535aef90,C-Level,126,60.9,35,11,4,2025-10-26T20:33:44.855395,2015-07-13T20:33:44.855397,2025-11-17T20:33:44.855398
5528997a-c904-961f-65d5-1e1a5d73a0e5,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,c97551b8-220a-448b-beae-9b654f399c4a,Team Lead,219,72.5,45,11,9,2025-10-22T20:33:44.855408,2007-11-22T20:33:44.855410,2025-11-17T20:33:44.855411
9afa3289-097e-05bd-631b-d1d789559a84,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,a6f24ca4-da49-4334-9b0a-3b1e05abc4ab,VP,75,60.1,9,24,40,2025-11-10T20:33:44.855421,2019-09-20T20:33:44.855422,2025-11-17T20:33:44.855424
7d128c82-a80c-a84d-8add-abc9c007a5a9,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,acffcb58-06bb-4ce9-b98c-b7ab63a390f4,e74f10ff-8f2c-4bc9-a94e-4bc1a4b592cd,Senior Contributor,44,85.3,1,14,27,2025-10-26T20:33:44.855433,2022-04-07T20:33:44.855435,2025-11-17T20:33:44.855436
841d5a21-af72-0f2a-82e0-91f460040ebd,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,7d5edc44-8087-41d8-a5c8-416e7b92888a,Team Lead,101,45.7,13,17,28,2025-11-17T20:33:44.855446,2017-08-01T20:33:44.855448,2025-11-17T20:33:44.855449
d426e553-5643-cd8e-8cd1-615b129bd6d5,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,a0a9f7d1-be6b-47e2-b208-3fdeca229b90,Senior Contributor,130,64.3,5,5,25,2025-11-10T20:33:44.855459,2015-03-15T20:33:44.855461,2025-11-17T20:33:44.855462
767ce067-8f89-4bf7-3329-610267e28c5d,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,f4fa9d59-95f2-4eb4-94c5-6708d011bdac,Manager,97,99.5,39,17,17,2025-11-07T20:33:44.855471,2017-11-29T20:33:44.855473,2025-11-17T20:33:44.855475
03093b25-a092-e7a5-7021-b03913d4688d,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,e49ea53f-b55b-4b46-853a-5fef0723034b,Senior Contributor,180,47.3,3,5,21,2025-10-24T20:33:44.855484,2011-02-04T20:33:44.855486,2025-11-17T20:33:44.855488
83af4167-0108-180e-5630-1caf6f74ff4c,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,4673f7a5-a557-40c7-a27f-253796e01071,C-Level,117,77.0,21,27,33,2025-10-23T20:33:44.855497,2016-04-08T20:33:44.855499,2025-11-17T20:33:44.855500
dec8db96-6591-bec9-31f5-5eafb8fd834e,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,83a734da-3ee6-4f2a-85e8-bc0dbcad5069,VP,52,69.7,49,1,31,2025-10-31T20:33:44.855510,2021-08-10T20:33:44.855512,2025-11-17T20:33:44.855515
4f87876f-0ff5-fd6f-c7d4-3d98ad853c44,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,4e026cfe-d81f-463e-9254-ce5411f0ca2a,Senior Contributor,130,46.7,36,15,17,2025-10-26T20:33:44.855536,2015-03-15T20:33:44.855538,2025-11-17T20:33:44.855540
e8d74131-994b-07f4-8a26-861f582089f1,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,75658dba-2435-425d-9781-805864ebad56,C-Level,110,99.7,12,7,20,2025-10-27T20:33:44.855550,2016-11-04T20:33:44.855551,2025-11-17T20:33:44.855553
6b9f18af-f3ad-9ca7-7718-af5ab9ae1a44,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,d69efebb-d755-4599-8ff2-8569f3255523,Senior Manager,130,81.5,16,5,23,2025-10-28T20:33:44.855563,2015-03-15T20:33:44.855565,2025-11-17T20:33:44.855566
7a9d1c4a-011c-48e5-0fd2-499d1bd35927,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,f02e090d-95b1-456b-ac1d-60c49d278e62,01bd223a-9aa9-4f4c-a3fa-28932b843979,Manager,163,69.8,11,17,18,2025-10-27T20:33:44.855576,2012-06-28T20:33:44.855577,2025-11-17T20:33:44.855579
20ef30b1-9c67-919a-3153-5a895222b8a8,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,6aaf3412-beca-437b-b752-f262a842dfb9,Director,167,49.5,48,18,3,2025-11-02T20:33:44.855589,2012-02-29T20:33:44.855590,2025-11-17T20:33:44.855592
1e9aa725-8ffd-c393-7b1c-38cb779b8557,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,12aa1016-9bf6-4073-9c35-c4ab7e7bed50,Senior Director,60,49.5,41,6,37,2025-11-09T20:33:44.855602,2020-12-13T20:33:44.855603,2025-11-17T20:33:44.855605
371a64a9-e37c-66bd-cdfc-2b627c492598,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,f02e090d-95b1-456b-ac1d-60c49d278e62,ba4133b0-6c54-4eee-a035-3ba178da8c05,Senior Director,23,46.5,20,17,25,2025-11-07T20:33:44.855614,2023-12-28T20:33:44.855617,2025-11-17T20:33:44.855618
9bb16f13-fefd-5279-cdce-d6032245fc4c,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,6afa353b-ae8e-4c29-b56a-da8c98a4232c,Individual Contributor,73,71.3,24,16,6,2025-11-14T20:33:44.855628,2019-11-19T20:33:44.855629,2025-11-17T20:33:44.855631
2f259ba7-dd00-54af-ca8e-526b990b0ba1,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,593f480f-7481-4129-9c33-e025814067ae,f5d6660d-949f-4440-bf3c-df7a01b9601b,VP,81,56.1,12,24,5,2025-11-05T20:33:44.855640,2019-03-24T20:33:44.855642,2025-11-17T20:33:44.855643
c9cbe444-d3cc-3209-626e-1baeadf6ceff,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,8017c8d1-4e79-466c-99dc-e3587cccd613,Senior Manager,10,52.8,31,30,15,2025-11-05T20:33:44.855653,2025-01-21T20:33:44.855655,2025-11-17T20:33:44.855656
346325c8-e5d6-e071-986c-b90a98d2d4df,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,b318191f-2026-4f8e-94c3-a828187d1d8a,7cbac2c7-9150-41d0-bb51-c74218f005a6,Senior Manager,35,83.0,10,0,39,2025-11-08T20:33:44.855668,2023-01-02T20:33:44.855670,2025-11-17T20:33:44.855671
3ffbdda8-47d9-3dab-919f-8a250b39328a,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3d75faf6-1e42-438e-8823-4baaf10c2da1,fb5a1939-2775-4e41-945e-a7e5ecef6d0c,Individual Contributor,101,80.6,1,26,29,2025-11-12T20:33:44.855681,2017-08-01T20:33:44.855682,2025-11-17T20:33:44.855684
73c78d92-c789-163b-7268-66c15619610a,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,4a210a65-5524-42d7-a961-965733bffb50,fe2bc2cd-d935-4177-9630-f27ee2b7c1b3,Team Lead,40,45.0,49,8,0,2025-10-27T20:33:44.855693,2022-08-05T20:33:44.855695,2025-11-17T20:33:44.855696
975e06f1-c9ee-371a-d003-4e758f2aee88,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,c505313e-1b06-4954-a4c7-9dd6dadffe93,93198646-c363-4300-93c9-ea0ad2f9f476,Individual Contributor,62,62.5,9,28,29,2025-10-18T20:33:44.855706,2020-10-14T20:33:44.855708,2025-11-17T20:33:44.855709
af29a597-7b44-41e2-8227-b16b5373efa3,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,3ab4d010-1705-4e36-910e-71c1fc3884a3,36fbffdc-6d08-4df6-9b80-a6d14b7ce9e4,C-Level,79,81.3,8,0,28,2025-11-09T20:33:44.855719,2019-05-23T20:33:44.855721,2025-11-17T20:33:44.855722
27f98234-dc72-3037-5568-38f426682b6e,5d5c6f21-13c1-4cbc-9dc1-c67f14247847,acffcb58-06bb-4ce9-b98c-b7ab63a390f4,4c319656-0c61-4d56-9163-5c9dc6b39a75,Director,46,90.3,20,4,18,2025-10-31T20:33:44.855732,2022-02-06T20:33:44.855733,2025-11-17T20:33:44.855735
